ZIP Code,% Within City,Consumption,Month,Year
30311,0.98968586472132614,595593.2,Dec,2013
30312,1.0000000000001916,190040.4,Dec,2013
30313,0.99999999999862021,120780.8,Dec,2013
30314,0.99999999999993427,141567.7,Dec,2013
30315,0.9538606552735116,144924.6,Dec,2013
30316,0.28779358110687492,116039,Dec,2013
30317,0.85062336970878982,283298.9,Dec,2013
30318,0.99893940528767255,267830.6,Dec,2013
30319,0.1115094949667999,67888.8,Dec,2013
30324,0.75789451844754385,250023.2,Dec,2013
30326,1.0000000000002311,70119.7,Dec,2013
30327,0.62064230944238463,34523.3,Dec,2013
30331,0.53041280423651627,257981.6,Dec,2013
30336,6.8981224960983828E-2,317089.9,Dec,2013
30342,0.45857640577676001,1269451.5,Dec,2013
30354,0.59036960501484137,211170.2,Dec,2013
30363,1.0000000175134447,113322.2,Dec,2013
