Source,2015 Annual VMT (miles/y),Emission Factor mTCO2/mile*,2015 Total emissions (mTCO2e/y) = Annual (miles/y) x Emission Factor (mTCO2e/mile),Emissions 2012 (mTCO2e/y),Difference 2012-2015 (mTCO2e/y),Percentage Difference from 2009
Transportation On-road,6147357096.6167898,4.2000000000000002E-4,2581889.9805790517,2475078.1691999999,106811.81137905177,4.3154924441669539E-2
