CH4 (Eq. 8.2)=,Mwaste   x,Lo        x,(1-frec)         x,(1-0X),NA,mTCO2e
CH4(2012)=,148476.10000000003,0.10108000000000002,1,0.9,13507.167769200005,283650.52315320011
